Sector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guam|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimán|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|San Marino|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Envases/Empaques|0.41268978|0.32668281|0.74717331|0.7890476|0.66138643|0.65620738|0.75322449|0.30146948|0.54193497|0.71243697|1.0|0.78327996|0.52805358|0.42302257|0.42800045|0.49301699|0.50426275|0.22851041|1.0|0.56041569|0.79179358|0.736094|0.35962296|0.48572505|0.4711625|0.39587235|0.6103729|0.44233871|0.31868732|0.38423917|0.42051196|0.79678071|0.37516376|0.50915176|0.12286815|0.60579103|0.6354996|0.50088722|0.67751265|0.48629704|0.39054823|0.29690292|0.4161796|0.16929761|0.66515553|0.54636955|0.0|0.70705646|0.43182415|0.75413275|0.66849732|0.67714763|0.66309214|0.13979352|1.0|0.5373953|0.31921977|0.37212086|0.75504452|0.38238612|0.38795149|0.89532834|0.3149299|0.41769403|0.3707329|0.51242173|0.36531004|0.41927442|0.3182323|0.76508617|0.83680731|0.36205035|1.0|0.0|0.47549486|0.34361848|0.73346889|0.80439305|0.56292045|0.61127281|0.63345599|0.47387031|0.52404457|0.0|0.51313716|0.10608149|0.42773774|0.30580765|0.22466165|0.65659034|0.69752395|0.86131144|0.3850885|0.24187075|0.3533209|0.56683254|0.450387|0.26097149|0.33621949|0.66275036|0.29544711|0.41578501|0.0|0.2967118|0.44610009|0.41517639|0.33814716|0.37434319|0.58447379|0.43285629|0.28039801|0.32795942|0.2591784|0.47467723|0.39283389|0.31678239|0.0|0.43303975|0.49790782|0.49451917|0.37122861|0.41958824|0.6033352|0.81300306|0.29478037|0.7745434|0.40292493|0.2430732|0.60526669|0.80630755|0.28671241|0.60132229|0.4046419|0.59383905|0.43043715|0.20644072|0.38024783|0.46297058|0.53799939|0.64514554|0.67259306|0.62672639|0.43826747|0.55205971|0.17494842|0.34269303|0.0|0.36738908|0.57104409|0.47932768|0.34991407|0.28287283|0.45602512|0.27300793|0.33880576|0.79762506|0.44268987|0.54452729|0.40455613|0.69555676|0.83479524|0.21029624|0.29166153|0.47095904|0.33881503|1.0|0.3281168|0.81483412|0.25773135|0.73546177|0.75233537|0.29471865|0.56216609|0.40040314|1.0|0.52103615|0.60386068|0.72068524|0.30459073|0.41066119|0.095542729|0.40588754|0.46712363
Farmacéutico|0.07443887|0.48232919|0.21116203|0.38161296|0.40627024|0.21033484|0.15511429|0.38534898|0.44254422|0.33077285|0.16193992|0.10912892|0.45414093|0.016812278|0.85626459|0.45208979|0.7495383|0.48552135|0.60594773|1.0|0.52752429|0.2096902|0.31782651|0.87377393|0.23049355|0.29500225|0.44068372|0.28995222|0.091852292|0.55796295|0.50206798|0.24369101|0.18291149|0.47359484|0.8056612|0.79268587|0.42184269|0.45194459|0.76212502|0.2999782|0.10103707|0.56002712|0.43607193|0.31181675|0.68006146|0.36269495|0.62666661|0.5918988|0.45445907|0.22532019|0.79253978|0.52440327|1.0|0.59823912|1.0|0.14250465|0.07547532|0.099783957|0.11803499|0.22429529|0.51400876|0.97297347|0.090404972|0.26270938|0.27110273|0.2301062|0.53501272|0.72805709|0.71069092|0.61397576|0.48350614|0.06932456|1.0|0.0|0.70314473|0.49072409|0.47321099|0.44284642|0.50147164|0.81329983|0.61344218|0.50055718|0.23953304|0.66769505|0.45692527|0.8543604|0.24225065|0.10556012|0.22466165|0.26659936|0.14351623|0.43056667|0.073963456|0.62181801|0.22734432|0.69063854|0.02279114|0.54238999|0.33621949|0.53427029|0.13088518|0.44292945|0.54960316|0.12197632|0.25735816|0.21430537|0.33814716|0.78980911|0.77600467|0.30018944|0.13580549|0.48482057|0.27348533|0.37175307|0.9486441|0.31678239|0.40121335|0.29309857|0.44228128|0.16043751|0.48212281|0.47886038|0.44897205|0.94888699|0.32457274|0.66391027|1.0|0.83519793|0.20031883|0.59871674|0.28671241|0.80154103|0.30053788|0.86303222|0.054926306|0.15902837|0.2552152|0.42390901|0.4927645|0.35357139|0.43382531|0.84817898|0.31098905|0.09601146|0.24674396|0.32842129|0.0|0.89019918|0.32690465|0.30914131|0.51080316|0.37050164|0.92239779|0.27300793|0.31977829|0.11273035|0.83135855|0.042509571|0.31407994|0.31780663|0.25619638|0.060315698|0.29166153|0.079618841|0.51207012|1.0|0.53803384|0.40834254|0.25773135|0.36970958|0.84096164|0.37382036|0.61920208|0.6882351|0.79944432|0.40038869|0.6195488|0.69460434|0.53030777|1.0|0.28798631|0.51637924|0.064138629
Flores y plantas vivas|0.8660599|0.14543463|0.4834612|0.38161296|0.16756728|0.369717|0.44211987|0.6830281|0.25848907|0.40003675|0.63554454|0.45623744|0.7987572|0.8247714|1.0|0.62316751|1.0|0.32341462|0.10228881|0.43169388|0.26181665|0.10767891|1.0|0.22586235|1.0|0.10012091|0.42230493|0.1806739|0.85225415|0.27116722|0.16726524|0.4740026|0.21076494|0.24798414|0.33896244|0.31872591|0.86727971|0.32133663|0.46455094|0.8014195|0.78139114|0.081041574|0.17014539|0.82910526|0.17461622|0.16141745|0.88666666|0.14026153|0.23435551|0.1062722|0.21407515|0.21254143|0.26378009|0.91091526|1.0|0.83619404|0.76292372|0.86983871|1.0|0.73669749|0.71919811|0.54956496|0.87136638|0.16623303|0.64403629|0.63074493|0.28962904|0.82697272|0.58624792|0.45014662|0.57541966|0.44884473|1.0|1.0|0.2303431|0.23171765|0.24704818|0.34661454|0.1080406|0.10557485|1.0|0.52686125|0.61111939|0.0|0.75200391|0.34940755|0.091724351|0.46359253|0.22466165|0.78869206|0.88673031|0.52298343|0.89548045|0.54906696|1.0|0.57956254|1.0|0.93866932|0.33621949|0.27964982|0.80101919|0.18857875|0.0|0.86335534|0.15364195|0.47040409|0.33814716|0.35788512|0.54767817|0.87845743|1.0|0.24076422|0.51127315|0.20556146|0.2703999|0.31678239|1.0|0.5941149|0.85502928|0.14691252|0.21537596|0.19424224|0.15341297|0.28304154|0.68928552|0.74816084|0.29107597|0.77352715|0.17442566|0.4188509|0.28671241|0.10206953|0.78517365|0.11165138|0.97739363|0.63790154|0.77019536|0.86957896|0.359905|1.0|0.18102324|0.42787361|0.13835771|0.85120773|0.86604834|0.4853301|0.0|0.26740405|0.58708715|0.76103652|0.24219364|0.71968496|0.14719574|0.27300793|0.22089538|0.61538768|0.80387449|0.67322445|0.70711482|0.083205581|0.64723277|0.73429888|0.29166153|1.0|0.25471181|1.0|0.47932827|0.62866008|0.57685572|0.47422028|0.73123443|0.1161936|0.81846207|0.1746994|0.43847775|0.84816623|0.087033376|0.0295968|0.61108667|0.27410236|0.14123644|0.1907791|0.1711984
Frutas y hortalizas frescas y procesadas|0.18324606|0.17256951|0.82017863|0.38161296|0.088539414|0.45940185|0.12692258|0.77903295|0.11986192|0.46038407|0.62298656|1.0|0.75365674|0.51462793|0.37232882|0.22785762|0.91132385|0.17357957|0.51693946|0.37264213|0.1643196|0.36484239|0.67019832|0.26694071|0.49751723|0.36780268|0.45505247|0.41399422|0.54183698|0.036836974|0.2882055|0.72006923|0.8150692|0.40258855|0.71430385|0.12674962|0.76209009|0.079576939|0.38107026|0.50000882|0.74019241|0.42951065|0.2178534|0.47839001|0.57087904|0.11276937|0.62666661|0.74227971|0.79317099|0.40080136|0.19511801|0.15562968|0.48910731|0.87163275|1.0|0.37769002|0.7787112|0.98336703|0.7811442|0.52389872|0.14051102|0.16375412|0.57258713|0.39132595|1.0|0.15490143|0.89667714|0.2369763|0.18242417|0.80249918|0.10099365|0.57288182|1.0|0.0|0.44705611|0.15952893|0.15307051|0.36720067|0.30422094|0.4023549|0.22356892|0.57525325|0.2728872|0.0|0.72876298|0.079112321|0.52534038|0.62076133|0.22466165|0.45094651|0.85511816|0.47445238|0.66889614|0.17005731|0.3269797|0.23583649|0.43713534|0.88124841|0.33621949|0.63086551|0.3107717|0.402527|0.0|0.59825206|0.37426123|0.53747118|0.33814716|0.12366894|0.66418433|0.46106088|0.36570942|0.74702084|0.17224616|0.488976|0.24377282|0.31678239|0.40121335|0.41924357|0.18916702|0.18574537|0.056777649|0.22169524|0.43262917|0.40179643|0.39239338|0.73183179|0.20702192|0.29195374|0.8477717|0.77070582|0.28671241|0.40554172|1.0|0.16783804|0.68514681|0.79559064|1.0|0.94184065|0.16757368|0.6262182|0.18102324|0.47158781|0.35464394|0.75686145|0.75802565|0.53022027|0.0|0.18331897|0.26473889|0.43462303|0.14937282|0.76197261|0.59293497|0.27300793|0.26940724|0.50609916|0.059298392|0.74863893|0.92854357|0.52579266|0.29320598|0.62593061|0.29166153|0.38707158|0.16174482|1.0|0.41882145|0.46995315|0.25773135|0.69179624|0.88478023|0.28175932|0.77437085|0.35943186|0.3161864|0.4867889|0.21482629|0.33133996|0.45985562|0.085278057|0.48189026|0.33326012|0.37233829
Instrumentos y aparatos|0.119881|0.28676358|0.47153884|0.0|0.63796616|0.080143675|1.0|0.6125232|0.69173729|0.68231589|0.047811396|0.29736111|0.23685989|0.7466445|0.59525722|0.84474403|0.13877149|0.33615565|0.80427992|0.94412404|0.1770307|0.66259444|0.063071914|0.79439557|0.10978645|0.57355458|0.54405296|0.98563743|0.0|0.35690176|0.2207831|0.095739216|0.58440316|0.17645885|0.10944325|0.765499|0.70032096|1.0|0.73383969|0.39031339|0.55440909|0.16887462|0.74155176|0.54351825|0.64639521|0.67424202|0.62666661|0.54437006|0.70422524|0.62240922|0.87353671|0.72406578|0.77364534|0.66941267|0.30102041|0.52392304|0.33586514|0.33172727|0.66537225|0.0|0.2897279|0.68877554|0.65105772|0.13922796|0.38627344|0.76875967|0.2158843|0.062226921|0.69464856|0.37641156|0.21747926|0.46113926|1.0|0.0|0.73698783|0.31651276|0.19235484|0.72703874|0.59174669|0.70057607|0.81245118|0.68159598|0.59186971|0.592713|0.79836875|0.058820233|0.037497528|0.66007125|0.22466165|0.36076218|0.42631721|0.91011107|0.61809063|0.3723076|0.66400057|0.52216482|0.16188003|1.0|0.0|0.10145486|0.42629403|0.061706431|0.87301588|0.34072492|0.13927107|0.19663613|0.035962861|0.32947809|0.61732364|0.11387789|0.055897705|0.89239907|0.097687095|0.68916529|0.35273534|0.31678239|0.93863326|0.72784913|0.21860631|0.19962053|0.71991432|0.11937802|0.39412099|0.97519618|0.65434581|0.51216567|0.19364554|0.86160183|0.74115241|0.0|0.28671241|1.0|0.41833192|0.80573541|0.3660202|0.32786289|0.65790409|0.34236172|0.030771229|0.25275695|0.60972005|0.66496289|0.72220385|0.43722326|0.3882944|0.50137669|0.0|0.77448338|0.079822764|0.70822644|0.16134268|0.14914428|0.076853164|0.27300793|0.053755801|0.2588326|0.93661088|0.69283146|0.65347582|0.94734108|0.55205309|0.28184676|0.79716682|0.17147601|0.74514174|0.3033925|0.29675201|0.78192115|1.0|0.54548025|0.20774966|0.65925944|0.20334974|0.75625384|0.88431507|0.074606225|0.27642828|0.61671901|0.2703802|0.25952989|0.7032513|0.20558536|0.048044637
Joyeria y Bisuteria|0.4276132|0.048872463|0.42837507|0.38161296|0.22649942|0.5046097|0.39528662|0.46041924|0.22895312|0.49920452|0.42944738|0.24834847|0.33443472|0.88586807|0.40080482|0.50906694|0.36037174|0.38268405|0.18341944|0.22004332|0.20672426|0.33816016|0.44499284|0.71050316|0.48429084|0.43830359|0.31056371|0.42836297|0.3806206|0.21639597|0.31439644|0.76108825|0.27407682|0.21554908|0.1914456|0.070836067|0.23477173|0.09417513|0.74765724|0.37724778|0.61397499|0.081041574|0.25348541|0.016654758|0.52484441|0.13078353|0.0|0.18913606|0.30894238|0.24640287|0.5272938|0.18816897|0.45972198|0.43297893|1.0|0.32127431|0.36101258|0.6146121|0.27996132|0.43992513|0.22103129|0.42944279|0.25320917|0.43106911|0.50407797|0.066230215|0.24743497|0.44458839|0.20017619|0.82012612|0.15431611|0.62035733|1.0|0.0|0.63414824|0.18932083|0.2057175|0.10234135|0.15903939|0.28031242|0.37012929|0.17305109|0.28675741|0.0|0.56354642|0.34940755|0.55282307|0.60433841|0.22466165|0.23886341|0.49823764|0.17540719|0.42746747|0.28545922|0.34020492|0.25148571|0.41061506|0.5083586|0.33621949|0.71119714|0.36737013|0.35892776|0.0|0.32772085|0.92527044|0.56933802|0.62766904|0.34145394|0.2094996|0.44659522|0.42561251|0.19872679|0.70450735|0.79447436|0.20405602|0.31678239|0.40121335|0.4598107|0.45572025|0.32849514|0.1854112|0.2509596|0.76003414|0.38713431|0.40992403|0.19800462|0.24869996|0.30605698|0.3671082|0.75233251|0.28671241|0.21221529|0.28257096|0.74171984|0.16237941|0.29682848|0.36028653|0.5151574|0.0|0.24031323|0.18102324|0.24709511|0.41038474|0.67601621|0.020975921|0.19689751|0.0|0.22501168|0.46075284|0.46572706|0.20147337|0.16666728|0.36687195|0.27300793|0.37775952|0.2732183|0.23703781|0.35290962|0.45493656|0.16751967|0.31230533|0.22814307|0.29166153|0.41466144|0.20200965|1.0|0.02942745|0.27945328|0.25773135|0.41678414|0.62257189|0.31719506|0.58737814|0.38671201|0.89676064|0.5511328|0.44629723|0.17654851|0.18379956|0.48906898|0.0|0.39187622|0.49391055
Lácteos y sus derivados|0.35626754|0.21639472|0.090933874|0.38161296|0.26143184|0.42971939|0.33345571|0.20000395|0.38308063|0.15391746|0.41479504|0.82787424|0.084497362|0.14904404|0.41454846|0.24269152|0.37525171|0.15815622|0.19829667|0.26468378|0.30708548|0.37871969|0.43020192|0.0|0.37369323|0.40942222|0.17911358|0.47041336|0.29981187|0.32793024|0.057685092|0.77889574|0.10435164|0.35908288|0.33896244|0.27413291|0.12587996|0.38238138|0.31920069|0.15141308|0.26091653|0.63935542|0.3811354|0.084353171|0.19127329|0.19395187|0.0|0.39685071|0.12329364|0.30452114|0.45147377|0.23257595|0.080396302|0.35248041|1.0|0.30792508|0.29139966|0.17707206|0.41093025|0.33329853|0.30425841|0.37117189|0.22841632|0.37769976|0.10407667|0.42773914|1.0|0.40589315|0.27634194|0.85659635|0.38912523|0.21848238|1.0|0.0|0.084781602|0.28788018|0.28994292|0.47992098|0.39915469|0.064479776|0.27674744|0.1907267|0.33811778|0.0|0.12812507|0.34940755|0.16123573|0.25035298|0.22466165|0.042483423|0.1286602|0.11436478|0.10987264|0.31493032|0.3018176|0.050976291|0.42384058|0.27459064|0.33621949|0.67791629|0.26505807|0.42964658|0.0|0.27726531|0.31476662|0.24658623|0.33814716|0.21104509|0.23100492|0.47542143|0.29250625|0.28456253|0.18744366|0.52078271|0.33955306|0.31678239|0.40121335|0.14582901|0.051765576|0.50958759|0.11100943|0.49524486|0.17696334|0.090026632|0.13906407|0.22574297|0.34721193|0.33353776|0.30209285|0.84948778|0.28671241|0.10206953|0.096214905|0.18785328|0.090485275|0.10476176|0.22510192|0.10956078|0.39202279|0.062579498|0.18102324|0.17104232|0.26871598|0.18997556|0.69018108|0.37213704|0.0|0.31165618|0.10397795|0.49306118|0.30811754|0.3421351|0.4257333|0.27300793|0.39609116|0.28624806|0.10311499|0.19311909|0.11975798|0.71074039|0.17863461|0.24799335|0.29166153|0.45675135|0.29692477|1.0|0.3863824|0.42159989|0.25773135|0.046870537|0.66923296|0.075961329|0.22132766|0.33011642|0.18365036|0.53623313|0.49105805|0.58611405|0.31659409|0.47108522|0.43131474|0.37795931|0.38571042
Material Promocional|0.1500708|0.064186811|0.10658322|0.38161296|0.1834121|0.096775889|0.14125045|0.48188528|0.04714676|0.21945518|0.66521239|0.60467529|0.68953353|0.55784887|0.075225636|0.044985078|0.10681511|0.14614354|0.34568921|0.065776557|0.11820537|0.061917938|0.1087667|0.33047271|0.059141554|0.072008952|0.36938208|0.038591549|0.47434026|0.15242106|0.072606459|0.31804878|0.5278585|0.2015257|0.055716425|0.6351375|0.36454988|0.0|0.24555793|0.47228727|0.065683253|0.39793798|0.13279979|0.63369524|0.34633589|0.28503984|0.0|0.34543613|0.038798045|0.26000735|0.352081|0.50170761|0.34256482|0.4978134|1.0|0.094543323|0.013038158|0.31607035|0.18727845|0.88352942|0.16907407|0.091668442|0.71278882|0.084146425|0.16792473|0.066230215|0.16118824|0.032026257|0.076207459|0.32068464|0.45146781|0.40405053|1.0|0.0|0.31248432|0.12641998|0.01752739|0.29959553|0.094418824|0.29286093|0.51168406|0.41420525|0.060623609|0.0|0.40020949|0.34940755|0.13203286|0.27736619|0.22466165|0.64063191|0.38696051|0.34795022|0.35905689|0.26803225|0.057134308|0.07594984|0.093535349|0.48357546|0.33621949|0.23578|0.031043507|0.079831988|0.0|0.82817221|0.068851829|0.39253142|0.33814716|0.0|0.48773587|0.098271132|0.040099792|0.13664779|0.12510712|0.14185151|0.10927184|0.31678239|0.40121335|0.084413081|0.14548536|0.24212952|0.2565895|0.067580543|0.32854229|0.34889916|0.59186643|0.073275305|0.13822764|0.59593892|0.03106853|0.35178581|0.28671241|0.4414202|0.12694117|0.32973796|0.35281739|0.14543188|0.068219461|0.6564641|0.094317406|0.4132089|0.18102324|0.39263967|0.066173285|0.17747836|0.638973|0.063227296|0.0|0.13831142|0.19276987|0.15846062|0.11859696|0.5692243|0.06353052|0.27300793|0.041630574|0.83494514|0.29856455|0.62883115|0.53918284|0.11320381|0.33937705|0.58351141|0.29166153|0.11165857|0.11895684|0.5629074|0.05967446|0.38639742|0.25773135|0.29116058|0.28913674|0.15920202|0.45303509|0.09011931|0.33116132|0.148306|0.18368872|0.19457081|0.048750043|0.35966849|0.0|0.092056625|0.077894188
Materiales de construcción|1.0|0.10018653|0.24117154|1.0|0.35933614|1.0|0.83125573|0.41928583|0.55411857|0.42002901|0.17388824|0.84351087|0.10114306|0.371411|0.63619334|0.88298702|0.23871575|0.27819425|0.83507448|0.5938068|0.77839851|1.0|0.096616089|0.63899291|0.24296321|0.54303747|0.5063923|0.64390653|0.12112631|0.06567914|0.23381789|0.49317205|0.34326708|0.71687514|0.16386443|0.14311457|0.40462908|0.24666946|0.54543543|0.27472076|0.81709105|0.26527795|0.18653844|0.13410287|0.60223407|0.62715799|0.0|0.87454009|0.41450146|0.81051409|0.68274176|0.35366419|0.79562926|0.25362152|1.0|0.19461581|0.10899418|0.27259937|0.83930433|0.18040559|0.18259867|0.46198452|0.11099156|0.27601594|0.44027346|0.58545393|0.090386361|0.11347803|0.33337584|0.57028699|1.0|0.056660905|1.0|0.0|0.7520054|0.67005134|0.16636966|0.8322612|0.82755196|0.65369582|0.091423765|0.42650944|0.54877341|0.57119644|0.095714897|0.79009056|0.38849407|1.0|1.0|0.49676579|0.3155373|1.0|0.25400665|0.4309139|0.54917777|0.53807074|0.27009225|0.31465295|0.33621949|0.39177373|0.11839583|0.22083631|0.68253964|0.39188746|0.21627671|0.51514041|0.063477144|0.746562|0.56167495|0.28513855|0.50828588|0.03765231|0.11166756|0.33815026|0.1766502|1.0|0.96905649|0.25246227|0.27456421|0.65247279|0.27192104|0.37275022|0.57899761|0.72591054|0.34212548|0.34946147|0.22058059|0.5130837|0.10670694|0.26203769|0.28671241|0.82842451|0.20729434|0.71492732|0.20143022|0.22204971|0.5599668|0.27845466|0.33018565|0.22221091|0.48074561|0.74157202|0.8688066|0.20235503|0.292117|0.68768525|0.0|0.093202434|0.23609224|0.28136152|0.17442518|0.38912487|0.27487117|0.27300793|0.14217506|0.52021104|0.16517739|0.37336177|0.47357306|0.77480638|0.69253242|0.40976146|0.049464568|0.31096113|0.17491156|0.52126956|0.13725653|0.74023592|0.25773135|0.26535547|0.033753227|0.20924261|0.13214967|0.23637056|0.97549164|0.35352969|0.35422853|0.51722258|0.57160741|0.28822505|0.23723632|0.27659729|0.30239722
Metalmecánica|0.25478053|0.36960968|0.71304345|0.08883936|0.89667922|0.0|0.48612314|0.87308824|0.79995596|0.61666262|0.14971982|0.695485|0.56483817|0.84136879|0.78027928|0.68980265|0.6602301|1.0|0.70933187|0.85590971|0.35086337|0.80248952|0.16661134|0.77324605|0.17892942|0.58759356|0.74008727|0.84948182|0.63202441|0.70200777|1.0|0.0|0.71391213|0.49036568|0.069138065|1.0|0.59148693|0.88165647|0.78062999|0.84960425|0.70449007|0.21620306|1.0|0.8064732|0.62311947|1.0|0.62666661|0.77741414|0.72813529|0.77532709|0.88646203|0.73809922|0.81016934|0.8837617|0.41326529|0.42502981|0.17613409|0.65526956|0.65104949|0.19435716|1.0|0.796574|0.76571083|0.81942439|0.63018864|0.90882933|0.037759975|0.37954479|1.0|0.19319333|0.98671794|0.8785491|1.0|0.0|0.96283853|0.86099619|0.34629768|0.77954173|0.80816507|1.0|0.59370625|0.89187431|0.84966075|0.76779401|0.55090648|0.014847455|0.25447717|0.40611711|0.0|0.4710815|0.68483776|0.82402742|0.72049701|0.52971101|0.72259724|1.0|0.19084884|0.76578456|1.0|0.59958255|0.54527831|1.0|1.0|0.69530845|0.8799749|0.70114172|0.11751079|0.90988314|0.82433057|0.15688407|0.56806511|0.58616155|0.44147158|0.29299656|0.37907985|0.0|0.14090356|1.0|0.48272911|0.17288935|0.89848858|0.82888103|0.73537946|1.0|0.62681341|0.61101121|0.35970405|0.9642415|1.0|0.63680524|0.0|0.88597947|0.65619731|0.79261005|0.5636512|0.59678119|0.64159107|0.56136775|0.279044|0.45404452|0.58503985|0.86540085|1.0|0.53956175|0.46724162|0.54757738|1.0|0.96587104|0.38065583|0.39277926|0.5971238|0.65738106|0.30234528|0.96426141|0.20895335|0.57988781|0.77251697|0.61506677|0.82626766|0.86417091|1.0|0.67085171|0.91926301|0.35610741|0.45130146|0.0|0.34385574|0.69703829|0.87523913|0.77596933|0.31947321|0.75407249|0.51353234|0.93033671|0.72295225|0.27509975|0.57411665|0.80031788|0.69577682|0.45499748|1.0|0.93900698|1.0
Muebles y maderas|0.10498963|0.33867991|0.27734593|0.38161296|0.10186441|0.86329031|0.57715654|0.70288587|0.18960504|0.34356099|0.081090972|0.79720485|0.35998636|0.19906625|0.061436109|0.46660906|0.092370376|0.83616114|0.42970595|0.61041653|0.22038677|0.70235324|0.82875925|0.5484919|0.033799432|0.66552889|0.25238758|0.086597197|0.51451266|0.22998297|0.11262433|0.27315125|0.36320424|0.14582413|0.1362852|0.0|0.22194041|0.065095752|0.51172543|0.74596965|0.76526612|0.47520193|0.086541735|0.42791024|0.47058403|0.31727654|0.0|0.43373275|0.28232735|0.5228796|0.40873331|0.64009047|0.63562405|0.63972026|1.0|0.058297679|0.58888322|0.2487179|0.49981409|0.043151658|0.37350652|0.045664817|0.59321511|0.057544865|0.35746342|0.1412261|0.26086381|0.098152362|0.55060303|0.28590789|0.63452423|0.52347773|1.0|0.0|0.57299072|0.20279735|0.21894327|0.66986972|0.43862373|0.5636729|0.037069246|1.0|0.38586313|0.52141464|0.52622634|0.34940755|0.59059572|0.74171853|0.65216321|0.85047531|0.41102976|0.57246357|0.41367871|0.66821951|0.043111432|0.41884002|0.079402715|0.71052003|0.33621949|0.20013887|0.59326172|0.10499514|0.0|0.4213829|0.054065038|0.83701849|0.33814716|0.31409889|0.026967447|0.82611996|0.85821515|0.21211879|0.02747676|0.097164065|0.21726826|0.31678239|0.11407331|0.069724433|0.17472021|0.087632231|0.3152065|0.053344563|0.47523195|0.55378592|0.047027141|0.21051097|0.2621716|0.9318589|0.72703016|0.31414706|0.81482744|0.53013074|0.38257641|0.53851974|0.5008229|0.51693898|0.54249555|0.47629213|0.15433051|0.39843857|0.0|0.67955852|0.68737006|0.11715169|0.2286745|0.71100318|0.0|0.15050068|0.31466058|0.11630584|0.21455556|0.82341814|0.74174851|0.27300793|0.58337528|0.4272148|0.7133047|0.26304206|0.41707537|0.57000542|0.027108133|0.32128078|0.29166153|0.058944821|0.21510997|0.34159815|0.23623309|0.515504|0.25773135|0.59762764|0.5044837|0.14449754|0.067860097|0.06392239|0.66270399|0.13162088|0.12114513|0.29540205|1.0|0.18335886|0.22004101|0.040253215|0.033560473
